Date	     Extent (million sq km)
06-1996	12.236
06-1996	12.203
06-1996	12.199
06-1996	12.179
06-1996	12.145
06-1996	12.115
06-1996	12.068
06-1996	12.025
06-1996	12
06-1996	11.997
06-1996	11.989
06-1996	11.932
06-1996	11.843
06-1996	11.82
06-1996	11.795
06-1996	11.727
06-1996	11.688
06-1996	11.63
06-1996	11.58
06-1996	11.571
07-1996	11.269
07-1996	11.24
07-1996	11.178
07-1996	11.154
07-1996	11.06
07-1996	10.986
07-1996	10.891
07-1996	10.886
07-1996	10.842
07-1996	10.751
07-1996	10.649
07-1996	10.476
07-1996	10.375
07-1996	10.264
07-1996	10.217
07-1996	10.178
07-1996	10.172
07-1996	10.016
07-1996	9.996
07-1996	9.854
07-1996	9.7
07-1996	9.63
07-1996	9.544
07-1996	9.487
07-1996	9.385
07-1996	9.325
07-1996	9.284
07-1996	9.19
07-1996	9.101
07-1996	9.03
07-1996	8.962
08-1996	8.925
08-1996	8.844
08-1996	8.792
08-1996	8.723
08-1996	8.661
08-1996	8.708
08-1996	8.642
08-1996	8.621
08-1996	8.544
08-1996	8.491
08-1996	8.415
08-1996	8.378
08-1996	8.348
08-1996	8.247
08-1996	8.196
08-1996	8.163
08-1996	8.172
08-1996	8.031
08-1996	8.041
08-1996	7.995
08-1996	7.945
08-1996	7.918
08-1996	7.878
08-1996	7.822
08-1996	7.752
08-1996	7.636
08-1996	7.628
08-1996	7.614
08-1996	7.489
08-1996	7.496
08-1996	7.479
09-1996	7.356
09-1996	7.307
09-1996	7.243
09-1996	7.245
09-1996	7.198
09-1996	7.218
09-1996	7.242
09-1996	7.194
09-1996	7.165
09-1996	7.147
09-1996	7.207
09-1996	7.276
09-1996	7.393
09-1996	7.418
09-1996	7.484
09-1996	7.53
09-1996	7.531
09-1996	7.618
09-1996	7.691
09-1996	7.778
09-1996	7.863
09-1996	7.839
09-1996	7.871
09-1996	7.901
09-1996	7.954
09-1996	8.099
09-1996	8.211
09-1996	8.194
09-1996	8.172
09-1996	8.131
10-1996	8.279
10-1996	8.318
10-1996	8.303
10-1996	8.355
10-1996	8.464
10-1996	8.653
10-1996	8.746
10-1996	8.861
10-1996	8.88
10-1996	8.937
10-1996	8.957
10-1996	9.018
10-1996	9.134
10-1996	9.107
10-1996	9.182
10-1996	9.287
10-1996	9.277
10-1996	9.315
10-1996	9.415
10-1996	9.446
10-1996	9.434
10-1996	9.448
10-1996	9.576
10-1996	9.624
10-1996	9.646
10-1996	9.641
10-1996	9.691
10-1996	9.743
10-1996	9.689
10-1996	9.745
10-1996	9.819
11-1996	9.812
11-1996	9.845
11-1996	9.795
11-1996	9.846
11-1996	9.842
11-1996	9.895
11-1996	9.995
11-1996	9.972
11-1996	9.978
11-1996	10.021
11-1996	9.98
11-1996	10.084
11-1996	10.182
11-1996	10.319
11-1996	10.32
11-1996	10.182
11-1996	10.284
11-1996	10.403
11-1996	10.486
11-1996	10.537
11-1996	10.693
11-1996	10.721
11-1996	10.827
11-1996	10.853
11-1996	10.896
11-1996	11.092
11-1996	11.109
11-1996	11.242
11-1996	11.391
11-1996	11.449
12-1996	11.605
12-1996	11.735
12-1996	11.751
12-1996	11.991
12-1996	12.125
12-1996	12.177
12-1996	12.228
12-1996	12.342
12-1996	12.373
12-1996	12.356
12-1996	12.483
12-1996	12.644
12-1996	12.766
12-1996	12.878
12-1996	12.832
12-1996	12.944
12-1996	13.006
12-1996	13.106
12-1996	13.161
12-1996	13.194
12-1996	13.316
12-1996	13.3
12-1996	13.429
12-1996	13.597
12-1996	13.63
12-1996	13.613
12-1996	13.561
12-1996	13.546
12-1996	13.653
12-1996	13.704
12-1996	13.653
01-1997	13.657
01-1997	13.801
01-1997	13.837
01-1997	13.864
01-1997	14.016
01-1997	14.139
01-1997	14.188
01-1997	14.321
01-1997	14.258
01-1997	14.238
01-1997	14.257
01-1997	14.323
01-1997	14.417
01-1997	14.336
01-1997	14.334
01-1997	14.347
01-1997	14.42
01-1997	14.565
01-1997	14.592
01-1997	14.666
01-1997	14.637
01-1997	14.686
01-1997	14.752
01-1997	14.719
01-1997	14.756
01-1997	14.789
01-1997	14.7
01-1997	14.707
01-1997	14.81
01-1997	14.872
01-1997	14.938
02-1997	15.013
02-1997	15.051
02-1997	15.194
02-1997	15.287
02-1997	15.303
02-1997	15.369
02-1997	15.394
02-1997	15.418
02-1997	15.377
02-1997	15.452
02-1997	15.461
02-1997	15.418
02-1997	15.499
02-1997	15.509
02-1997	15.574
02-1997	15.649
02-1997	15.65
02-1997	15.635
02-1997	15.5
02-1997	15.481
02-1997	15.538
02-1997	15.533
02-1997	15.466
02-1997	15.496
02-1997	15.447
02-1997	15.41
02-1997	15.469
02-1997	15.635
03-1997	15.578
03-1997	15.617
03-1997	15.406
03-1997	15.353
03-1997	15.333
03-1997	15.379
03-1997	15.372
03-1997	15.361
03-1997	15.323
03-1997	15.342
03-1997	15.386
03-1997	15.408
03-1997	15.519
03-1997	15.488
03-1997	15.505
03-1997	15.504
03-1997	15.567
03-1997	15.597
03-1997	15.6
03-1997	15.684
03-1997	15.66
03-1997	15.556
03-1997	15.645
03-1997	15.623
03-1997	15.63
03-1997	15.554
03-1997	15.324
03-1997	15.24
03-1997	15.282
03-1997	15.333
03-1997	15.324
04-1997	15.206
04-1997	15.216
04-1997	15.174
04-1997	15.077
04-1997	15.062
04-1997	15.093
04-1997	15.154
04-1997	15.072
04-1997	14.92
04-1997	14.786
04-1997	14.734
04-1997	14.606
04-1997	14.617
04-1997	14.527
04-1997	14.5
04-1997	14.43
04-1997	14.334
04-1997	14.301
04-1997	14.271
04-1997	14.245
04-1997	14.243
04-1997	14.207
04-1997	14.186
04-1997	14.145
04-1997	14.18
04-1997	14.145
04-1997	14.157
04-1997	14.152
04-1997	14.118
04-1997	14.033
05-1997	13.906
05-1997	13.877
05-1997	13.829
05-1997	13.862
05-1997	13.791
05-1997	13.794
05-1997	13.688
05-1997	13.556
05-1997	13.497
05-1997	13.522
05-1997	13.458
05-1997	13.387
05-1997	13.315
05-1997	13.282
05-1997	13.193
05-1997	13.154
05-1997	13.055
05-1997	12.965
05-1997	13.022
05-1997	12.88
05-1997	12.762
05-1997	12.772
05-1997	12.787
05-1997	12.753
05-1997	12.721
05-1997	12.711
05-1997	12.675
05-1997	12.611
05-1997	12.607
05-1997	12.578
05-1997	12.482
06-1997	12.29
06-1997	12.285
06-1997	12.283
06-1997	12.219
06-1997	12.23
06-1997	12.206
06-1997	12.213
06-1997	12.248
06-1997	12.2
06-1997	12.167
06-1997	12.042
06-1997	12.01
06-1997	11.974
06-1997	11.968
06-1997	11.873
06-1997	11.811
06-1997	11.691
06-1997	11.664
06-1997	11.583
06-1997	11.513
06-1997	11.459
06-1997	11.397
06-1997	11.352
06-1997	11.34
06-1997	11.276
06-1997	11.148
06-1997	11.054
06-1997	10.968
06-1997	10.878
06-1997	10.809
07-1997	10.667
07-1997	10.577
07-1997	10.544
07-1997	10.484
07-1997	10.383
07-1997	10.322
07-1997	10.221
07-1997	10.132
07-1997	10.081
07-1997	9.948
07-1997	9.722
07-1997	9.735
07-1997	9.652
07-1997	9.512
07-1997	9.37
07-1997	9.322
07-1997	9.319
07-1997	9.233
07-1997	9.101
07-1997	9.088
07-1997	9.037
07-1997	8.949
07-1997	8.751
07-1997	8.696
07-1997	8.553
07-1997	8.542
07-1997	8.53
07-1997	8.543
07-1997	8.39
07-1997	8.252
07-1997	8.08
08-1997	7.979
08-1997	7.913
08-1997	7.863
08-1997	7.755
08-1997	7.78
08-1997	7.701
08-1997	7.577
08-1997	7.533
08-1997	7.486
08-1997	7.367
08-1997	7.399
08-1997	7.345
08-1997	7.296
08-1997	7.343
08-1997	7.315
08-1997	7.275
08-1997	7.239
08-1997	7.204
08-1997	7.242
08-1997	7.147
08-1997	7.185
08-1997	7.224
08-1997	7.151
08-1997	7.012
08-1997	6.906
08-1997	6.822
08-1997	6.806
08-1997	6.774
08-1997	6.741
08-1997	6.722
08-1997	6.734
09-1997	6.671
09-1997	6.628
09-1997	6.602
09-1997	6.632
09-1997	6.684
09-1997	6.661
09-1997	6.707
09-1997	6.69
09-1997	6.663
09-1997	6.701
09-1997	6.702
09-1997	6.658
09-1997	6.686
09-1997	6.686
09-1997	6.678
09-1997	6.654
09-1997	6.644
09-1997	6.645
09-1997	6.623
09-1997	6.612
09-1997	6.661
09-1997	6.617
09-1997	6.624
09-1997	6.671
09-1997	6.737
09-1997	6.72
09-1997	6.759
09-1997	6.797
09-1997	6.894
09-1997	6.883
10-1997	7.066
10-1997	7.108
10-1997	7.223
10-1997	7.339
10-1997	7.425
10-1997	7.367
10-1997	7.422
10-1997	7.531
10-1997	7.739
10-1997	7.814
10-1997	7.805
10-1997	7.95
10-1997	8.109
10-1997	8.322
10-1997	8.263
10-1997	8.312
10-1997	8.433
10-1997	8.516
10-1997	8.562
10-1997	8.648
10-1997	8.788
10-1997	8.921
10-1997	8.891
10-1997	9.048
10-1997	9.126
10-1997	9.244
10-1997	9.334
10-1997	9.407
10-1997	9.472
10-1997	9.57
10-1997	9.678
11-1997	9.788
11-1997	9.797
11-1997	9.907
11-1997	9.936
11-1997	10.013
11-1997	10.13
11-1997	10.108
11-1997	10.158
11-1997	10.292
11-1997	10.358
11-1997	10.425
11-1997	10.455
11-1997	10.504
11-1997	10.687
11-1997	10.576
11-1997	10.578
11-1997	10.572
11-1997	10.713
11-1997	10.77
11-1997	10.824
11-1997	10.89
11-1997	10.977
11-1997	11.015
11-1997	11.155
11-1997	11.288
11-1997	11.473
11-1997	11.618
11-1997	11.747
11-1997	11.827
11-1997	11.944
12-1997	12.249
12-1997	12.34
12-1997	12.287
12-1997	12.343
12-1997	12.44
12-1997	12.515
12-1997	12.526
12-1997	12.728
12-1997	12.745
12-1997	12.72
12-1997	12.786
12-1997	12.712
12-1997	12.786
12-1997	12.899
12-1997	12.979
12-1997	13.035
12-1997	13.097
12-1997	13.168
12-1997	13.25
12-1997	13.343
12-1997	13.328
12-1997	13.4
12-1997	13.443
12-1997	13.579
12-1997	13.659
12-1997	13.695
12-1997	13.723
12-1997	13.812
12-1997	13.83
12-1997	14.002
12-1997	13.943
01-1998	14.025
01-1998	14.097
01-1998	14.262
01-1998	14.277
01-1998	14.217
01-1998	14.263
01-1998	14.304
01-1998	14.321
01-1998	14.46
01-1998	14.465
01-1998	14.467
01-1998	14.483
01-1998	14.568
01-1998	14.672
01-1998	14.709
01-1998	14.688
01-1998	14.732
01-1998	14.801
01-1998	14.81
01-1998	14.93
01-1998	14.897
01-1998	14.936
01-1998	14.96
01-1998	14.987
01-1998	15.107
01-1998	15.185
01-1998	15.183
01-1998	15.251
01-1998	15.375
01-1998	15.425
01-1998	15.479
02-1998	15.512
02-1998	15.58
02-1998	15.664
02-1998	15.663
02-1998	15.658
02-1998	15.661
02-1998	15.642
02-1998	15.62
02-1998	15.572
02-1998	15.581
02-1998	15.57
02-1998	15.592
02-1998	15.676
02-1998	15.697
02-1998	15.629
02-1998	15.648
02-1998	15.704
02-1998	15.846
02-1998	15.841
02-1998	15.904
02-1998	15.94
02-1998	15.925
02-1998	15.985
02-1998	15.982
02-1998	16.07
02-1998	16.032
02-1998	15.904
02-1998	15.785
03-1998	15.786
03-1998	15.738
03-1998	15.741
03-1998	15.711
03-1998	15.702
03-1998	15.74
03-1998	15.753
03-1998	15.785
03-1998	15.835
03-1998	15.791
03-1998	15.755
03-1998	15.704
03-1998	15.681
03-1998	15.639
03-1998	15.681
03-1998	15.565
03-1998	15.562
03-1998	15.602
03-1998	15.577
03-1998	15.621
03-1998	15.438
03-1998	15.405
03-1998	15.355
03-1998	15.363
03-1998	15.356
03-1998	15.423
03-1998	15.45
03-1998	15.445
03-1998	15.506
03-1998	15.381
03-1998	15.45
04-1998	15.37
04-1998	15.434
04-1998	15.436
04-1998	15.465
04-1998	15.376
04-1998	15.34
04-1998	15.268
04-1998	15.269
04-1998	15.29
04-1998	15.175
04-1998	15.029
04-1998	14.979
04-1998	14.962
04-1998	14.942
04-1998	14.869
04-1998	14.824
04-1998	14.862
04-1998	14.826
04-1998	14.746
04-1998	14.685
04-1998	14.619
04-1998	14.594
04-1998	14.535
04-1998	14.477
04-1998	14.477
04-1998	14.416
04-1998	14.415
04-1998	14.395
04-1998	14.381
04-1998	14.302
05-1998	14.157
05-1998	14.168
05-1998	14.184
05-1998	14.142
05-1998	14.091
05-1998	14.064
05-1998	14.051
05-1998	14.096
05-1998	14.01
05-1998	13.991
05-1998	13.967
05-1998	13.902
05-1998	13.853
05-1998	13.795
05-1998	13.753
05-1998	13.582
05-1998	13.509
05-1998	13.454
05-1998	13.361
05-1998	13.369
05-1998	13.299
05-1998	13.284
05-1998	13.271
05-1998	13.186
05-1998	13.133
05-1998	13.058
05-1998	13.003
05-1998	12.943
05-1998	12.903
05-1998	12.881
05-1998	12.825
06-1998	12.638
06-1998	12.603
06-1998	12.535
06-1998	12.463
06-1998	12.443
06-1998	12.347
06-1998	12.257
06-1998	12.195
06-1998	12.232
06-1998	12.138
06-1998	12.081
06-1998	12.037
06-1998	11.935
06-1998	11.877
06-1998	11.803
06-1998	11.752
06-1998	11.661
06-1998	11.59
06-1998	11.545
06-1998	11.437
06-1998	11.346
06-1998	11.271
06-1998	11.153
06-1998	11.066
06-1998	10.994
06-1998	10.945
06-1998	10.848
06-1998	10.73
06-1998	10.662
06-1998	10.587
07-1998	10.365
07-1998	10.36
07-1998	10.293
07-1998	10.25
07-1998	10.188
07-1998	10.101
07-1998	10.041
07-1998	9.99
07-1998	9.929
07-1998	9.82
07-1998	9.699
07-1998	9.688
07-1998	9.655
07-1998	9.634
07-1998	9.523
07-1998	9.414
07-1998	9.318
07-1998	9.275
07-1998	9.215
07-1998	9.144
07-1998	9.037
07-1998	8.972
07-1998	8.889
07-1998	8.812
07-1998	8.727
07-1998	8.72
07-1998	8.71
07-1998	8.621
07-1998	8.577
07-1998	8.493
07-1998	8.41
08-1998	8.309
08-1998	8.201
08-1998	8.243
08-1998	8.198
08-1998	8.146
08-1998	8.056
08-1998	8.002
08-1998	7.94
08-1998	7.869
08-1998	7.793
08-1998	7.744
08-1998	7.76
08-1998	7.68
08-1998	7.571
08-1998	7.427
08-1998	7.469
08-1998	7.467
08-1998	7.377
08-1998	7.318
08-1998	7.292
08-1998	7.186
08-1998	7.16
08-1998	7.188
08-1998	7.103
08-1998	7.064
08-1998	7.031
08-1998	6.956
08-1998	6.856
08-1998	6.796
08-1998	6.796
08-1998	6.777
09-1998	6.705
09-1998	6.705
09-1998	6.639
09-1998	6.634
09-1998	6.58
09-1998	6.514
09-1998	6.496
09-1998	6.482
09-1998	6.469
09-1998	6.482
09-1998	6.403
09-1998	6.439
09-1998	6.469
09-1998	6.429
09-1998	6.407
09-1998	6.352
09-1998	6.293
09-1998	6.316
09-1998	6.39
09-1998	6.434
09-1998	6.561
09-1998	6.573
09-1998	6.549
09-1998	6.512
09-1998	6.573
09-1998	6.55
09-1998	6.605
09-1998	6.69
09-1998	6.858
09-1998	6.972
10-1998	7.248
10-1998	7.405
10-1998	7.571
10-1998	7.67
10-1998	7.756
10-1998	7.825
10-1998	7.893
10-1998	7.912
10-1998	8.008
10-1998	8.065
10-1998	8.071
10-1998	8.182
10-1998	8.178
10-1998	8.24
10-1998	8.266
10-1998	8.406
10-1998	8.547
10-1998	8.683
10-1998	8.649
10-1998	8.733
10-1998	8.89
10-1998	8.943
10-1998	9.077
10-1998	9.19
10-1998	9.2
10-1998	9.115
10-1998	9.185
10-1998	9.193
10-1998	9.27
10-1998	9.279
10-1998	9.358
11-1998	9.523
11-1998	9.678
11-1998	9.76
11-1998	9.782
11-1998	9.774
11-1998	9.776
11-1998	9.871
11-1998	9.905
11-1998	9.945
11-1998	10.035
11-1998	10.127
11-1998	10.257
11-1998	10.319
11-1998	10.377
11-1998	10.462
11-1998	10.497
11-1998	10.525
11-1998	10.607
11-1998	10.705
11-1998	10.715
11-1998	10.772
11-1998	10.794
11-1998	10.857
11-1998	10.975
11-1998	11.043
11-1998	11.088
11-1998	11.198
11-1998	11.256
11-1998	11.289
11-1998	11.306
12-1998	11.543
12-1998	11.674
12-1998	11.699
12-1998	11.752
12-1998	11.844
12-1998	11.955
12-1998	12.239
12-1998	12.199
12-1998	12.232
12-1998	12.258
12-1998	12.285
12-1998	12.386
12-1998	12.465
12-1998	12.559
12-1998	12.596
12-1998	12.688
12-1998	12.84
12-1998	13.041
12-1998	13.076
12-1998	13.164
12-1998	13.23
12-1998	13.315
12-1998	13.405
12-1998	13.53
12-1998	13.543
12-1998	13.575
12-1998	13.535
12-1998	13.641
12-1998	13.685
12-1998	13.784
12-1998	13.78
01-1999	13.823
01-1999	13.886
01-1999	13.884
01-1999	13.913
01-1999	13.89
01-1999	14.044
01-1999	14.089
01-1999	14.239
01-1999	14.312
01-1999	14.24
01-1999	14.265
01-1999	14.332
01-1999	14.347
01-1999	14.407
01-1999	14.473
01-1999	14.434
01-1999	14.402
01-1999	14.388
01-1999	14.459
01-1999	14.432
01-1999	14.37
01-1999	14.386
01-1999	14.503
01-1999	14.602
01-1999	14.622
01-1999	14.599
01-1999	14.596
01-1999	14.67
01-1999	14.745
01-1999	14.837
01-1999	14.952
02-1999	14.947
02-1999	14.951
02-1999	15.034
02-1999	14.986
02-1999	14.978
02-1999	15.1
02-1999	15.178
02-1999	15.203
02-1999	15.279
02-1999	15.297
02-1999	15.315
02-1999	15.336
02-1999	15.377
02-1999	15.395
02-1999	15.414
02-1999	15.365
02-1999	15.373
02-1999	15.419
02-1999	15.473
02-1999	15.49
02-1999	15.481
02-1999	15.456
02-1999	15.463
02-1999	15.44
02-1999	15.468
02-1999	15.507
02-1999	15.523
02-1999	15.402
03-1999	15.26
03-1999	15.171
03-1999	15.182
03-1999	15.217
03-1999	15.327
03-1999	15.234
03-1999	15.178
03-1999	15.257
03-1999	15.33
03-1999	15.343
03-1999	15.384
03-1999	15.381
03-1999	15.425
03-1999	15.301
03-1999	15.303
03-1999	15.38
03-1999	15.392
03-1999	15.355
03-1999	15.452
03-1999	15.419
03-1999	15.485
03-1999	15.472
03-1999	15.515
03-1999	15.538
03-1999	15.561
03-1999	15.555
03-1999	15.541
03-1999	15.544
03-1999	15.599
03-1999	15.627
03-1999	15.6
04-1999	15.486
04-1999	15.44
04-1999	15.461
04-1999	15.423
04-1999	15.494
04-1999	15.46
04-1999	15.435
04-1999	15.367
04-1999	15.376
04-1999	15.261
04-1999	15.269
04-1999	15.275
04-1999	15.392
04-1999	15.3
04-1999	15.263
04-1999	15.185
04-1999	15.163
04-1999	15.111
04-1999	14.947
04-1999	14.753
04-1999	14.72
04-1999	14.746
04-1999	14.704
04-1999	14.767
04-1999	14.714
04-1999	14.686
04-1999	14.603
04-1999	14.631
04-1999	14.572
04-1999	14.513
05-1999	14.35
05-1999	14.321
05-1999	14.342
05-1999	14.306
05-1999	14.26
05-1999	14.159
05-1999	14.141
05-1999	14.111
05-1999	14.119
05-1999	14.12
05-1999	14.084
05-1999	14.006
05-1999	13.9
05-1999	13.872
05-1999	13.806
05-1999	13.74
05-1999	13.65
05-1999	13.638
05-1999	13.556
05-1999	13.542
05-1999	13.464
05-1999	13.399
05-1999	13.371
05-1999	13.307
05-1999	13.291
05-1999	13.289
05-1999	13.331
05-1999	13.298
05-1999	13.254
05-1999	13.195
05-1999	13.058
06-1999	12.857
06-1999	12.823
06-1999	12.78
06-1999	12.752
06-1999	12.728
06-1999	12.688
06-1999	12.56
06-1999	12.466
06-1999	12.345
06-1999	12.346
06-1999	12.344
06-1999	12.254
06-1999	12.188
06-1999	12.064
06-1999	11.969
06-1999	11.818
06-1999	11.722
06-1999	11.642
06-1999	11.511
06-1999	11.451
06-1999	11.203
06-1999	11.028
06-1999	10.922
06-1999	10.842
06-1999	10.812
06-1999	10.722
06-1999	10.737
06-1999	10.635
06-1999	10.601
06-1999	10.565
07-1999	10.33
07-1999	10.308
07-1999	10.248
07-1999	10.148
07-1999	10.053
07-1999	10.031
07-1999	9.976
07-1999	9.936
07-1999	9.888
07-1999	9.846
07-1999	9.809
07-1999	9.786
07-1999	9.658
07-1999	9.68
07-1999	9.622
07-1999	9.62
07-1999	9.43
07-1999	9.427
07-1999	9.368
07-1999	9.374
07-1999	9.343
07-1999	9.171
07-1999	9.097
07-1999	9.035
07-1999	8.953
07-1999	8.908
07-1999	8.788
07-1999	8.618
07-1999	8.633
07-1999	8.56
07-1999	8.493
08-1999	8.389
08-1999	8.325
08-1999	8.299
08-1999	8.255
08-1999	8.05
08-1999	8.028
08-1999	7.957
08-1999	7.878
08-1999	7.848
08-1999	7.693
08-1999	7.582
08-1999	7.503
08-1999	7.383
08-1999	7.341
08-1999	7.289
08-1999	7.209
08-1999	7.166
08-1999	7.109
08-1999	6.995
08-1999	6.861
08-1999	6.752
08-1999	6.647
08-1999	6.538
08-1999	6.443
08-1999	6.449
08-1999	6.454
08-1999	6.482
08-1999	6.365
08-1999	6.298
08-1999	6.204
08-1999	6.201
09-1999	6.192
09-1999	6.062
09-1999	6.03
09-1999	6
09-1999	5.893
09-1999	5.917
09-1999	5.864
09-1999	5.844
09-1999	5.828
09-1999	5.755
09-1999	5.737
09-1999	5.676
09-1999	5.791
09-1999	5.905
09-1999	5.873
09-1999	5.805
09-1999	5.781
09-1999	5.828
09-1999	5.891
09-1999	6.038
09-1999	6.11
09-1999	6.16
09-1999	6.375
09-1999	6.535
09-1999	6.63
09-1999	6.72
09-1999	6.761
09-1999	6.79
09-1999	6.826
09-1999	6.889
10-1999	7.083
10-1999	7.129
10-1999	7.177
10-1999	7.258
10-1999	7.487
10-1999	7.62
10-1999	7.687
10-1999	7.797
10-1999	7.871
10-1999	8.057
10-1999	8.198
10-1999	8.351
10-1999	8.397
10-1999	8.52
10-1999	8.643
10-1999	8.718
10-1999	8.805
10-1999	8.821
10-1999	8.945
10-1999	9.074
10-1999	9.168
10-1999	9.312
10-1999	9.347
10-1999	9.46
10-1999	9.503
10-1999	9.522
10-1999	9.643
10-1999	9.676
10-1999	9.722
10-1999	9.793
10-1999	9.903
11-1999	10.102
11-1999	10.233
11-1999	10.198
11-1999	10.193
11-1999	10.222
11-1999	10.243
11-1999	10.253
11-1999	10.336
11-1999	10.48
11-1999	10.439
11-1999	10.476
11-1999	10.647
11-1999	10.94
11-1999	10.921
11-1999	10.846
11-1999	10.899
11-1999	10.921
11-1999	11.012
11-1999	11.006
11-1999	11.083
11-1999	11.082
11-1999	11.117
11-1999	11.136
11-1999	11.202
11-1999	11.168
11-1999	11.237
11-1999	11.345
11-1999	11.352
11-1999	11.347
11-1999	11.458
12-1999	11.705
12-1999	11.745
12-1999	11.757
12-1999	11.785
12-1999	11.859
12-1999	12.091
12-1999	12.154
12-1999	12.177
12-1999	12.232
12-1999	12.282
12-1999	12.506
12-1999	12.587
12-1999	12.426
12-1999	12.44
12-1999	12.506
12-1999	12.632
12-1999	12.746
12-1999	12.744
12-1999	12.81
12-1999	12.783
12-1999	13.021
12-1999	13.059
12-1999	13.177
12-1999	13.215
12-1999	13.434
12-1999	13.436
12-1999	13.385
12-1999	13.302
12-1999	13.257
12-1999	13.273
12-1999	13.351
01-2000	13.442
01-2000	13.539
01-2000	13.63
01-2000	13.657
01-2000	13.678
01-2000	13.806
01-2000	13.761
01-2000	13.892
01-2000	13.797
01-2000	13.938
01-2000	14.139
01-2000	14.041
01-2000	13.97
01-2000	13.908
01-2000	13.981
01-2000	14.109
01-2000	14.211
01-2000	14.315
01-2000	14.344
01-2000	14.454
01-2000	14.475
01-2000	14.456
01-2000	14.583
01-2000	14.625
01-2000	14.728
01-2000	14.778
01-2000	14.882
01-2000	14.868
01-2000	14.906
01-2000	14.98
01-2000	14.938
02-2000	14.991
02-2000	14.959
02-2000	14.946
02-2000	15.094
02-2000	15.122
02-2000	15.114
02-2000	15.195
02-2000	15.168
